                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.71521,                0.81782,                      1,                 1.1129,             0.00023783,             0.00023783,             0.00023783
                      2,                0.37766,                0.82745,                      1,                 1.0961,             0.00024029,             0.00024029,             0.00024029
